pmid,authors
2-s2.0-85021721384,"['Hilley J.L.', ' Weers B.D.', ' Truong S.K.', ' McCormick R.F.', ' Mattison A.J.', ' McKinley B.A.', ' Morishige D.T.', ' Mullet J.E.']"
2-s2.0-85021721658,['Nedelcu M.']
2-s2.0-85021721903,"['Finazzi M.C.', ' Lussana F.', ' Salmoiraghi S.', ' Spinelli O.', ' Rambaldi A.']"
2-s2.0-85021740453,"['Samuelson F.W.', ' Abbey C.K.']"
2-s2.0-85021745041,"['Cheng X.', ' Blake G.M.', ' Brown J.K.', ' Guo Z.', ' Zhou J.', ' Wang F.', ' Yang L.', ' Wang X.', ' Xu L.']"
2-s2.0-85021749450,"['Vatanasakdakul S.', ' Aoun C.', ' Chen Y.']"
2-s2.0-85021768425,"['Zhang C.', ' Ma L.']"
2-s2.0-85021772534,['Keywood K.']
2-s2.0-85021774120,"['Buchta Rosean C.M.', ' Rutkowski M.R.']"
2-s2.0-85021779938,"['Michie S.', ' Yardley L.', ' West R.', ' Patrick K.', ' Greaves F.']"
2-s2.0-85021786349,"['Arber D.A.', ' Borowitz M.J.', ' Cessna M.', ' Etzell J.', ' Foucar K.', ' Hasserjian R.P.', ' Rizzo J.D.', ' Theil K.', ' Wang S.A.', ' Smith A.T.', ' Rumble R.B.', ' Thomas N.E.', ' Vardiman J.W.']"
2-s2.0-85021799238,"['Banerjee S.', ' Ross A.']"
2-s2.0-85021809898,"['Spyridonos P.', ' Gaitanis G.', ' Likas A.', ' Bassukas I.D.']"
2-s2.0-85021820287,"['Torres H.A.', ' Shigle T.L.', ' Hammoudi N.', ' Link J.T.', ' Samaniego F.', ' Kaseb A.', ' Mallet V.']"
2-s2.0-85021820474,"['Barker R.', ' Donnelly T.']"
2-s2.0-85021833956,"['Campbell M.T.', ' Bandillo N.', ' Al Shiblawi F.R.A.', ' Sharma S.', ' Liu K.', ' Du Q.', ' Schmitz A.J.', ' Zhang C.', ' Véry A.-A.', ' Lorenz A.J.', ' Walia H.']"
2-s2.0-85021839845,"['Craft A.', ' Croce R.', ' Miller J.', ' Chamberlin K.', ' Filipovic D.']"
2-s2.0-85021842962,"['Posada I.M.D.', ' Lectez B.', ' Sharma M.', ' Oetken-Lindholm C.', ' Yetukuri L.', ' Zhou Y.', ' Aittokallio T.', ' Abankwa D.']"
2-s2.0-85021854452,"['Øines M.', ' Helsingen L.M.', ' Bretthauer M.', ' Emilsson L.']"
2-s2.0-85021859631,"['Zhang C.', ' Sun W.', ' Tan M.', ' Dong M.', ' Liu W.', ' Gao T.', ' Li L.', ' Xu Z.', ' Zhou R.']"
2-s2.0-85021861299,"['Wang Z.', ' Wu Z.', ' Huang P.']"
2-s2.0-85021862974,"['Karthik P.V.', ' Bhrigu Rishi G.', ' Chandu Sagar G.']"
2-s2.0-85021888363,"['Donovan T.E.', ' Marzola R.', ' Murphy K.R.', ' Cagna D.R.', ' Eichmiller F.', ' McKee J.R.', ' Metz J.E.', ' Albouy J.-P.', ' Troeltzsch M.']"
2-s2.0-85021891686,"['Arrigoni S.', ' Turra G.', ' Signoroni A.']"
2-s2.0-85021932700,"['Mead A.J.', ' Neo W.H.', ' Barkas N.', ' Matsuoka S.', ' Giustacchini A.', ' Facchini R.', ' Thongjuea S.', ' Jamieson L.', ' Booth C.A.G.', ' Fordham N.', ' Di Genua C.', ' Atkinson D.', ' Chowdhury O.', ' Repapi E.', ' Gray N.', ' Kharazi S.', ' Clark S.-A.', ' Bouriez T.', ' Woll P.', ' Suda T.', ' Nerlov C.', ' Jacobsen S.E.W.']"
2-s2.0-85021949971,"['Islam M.S.', ' Shifat-E-Rabbi M.', ' Dobaie A.M.A.', ' Hasan M.K.']"
2-s2.0-85021974752,"['Yang X.', ' Xiang L.']"
2-s2.0-85021992593,"['Brock K.K.', ' Mutic S.', ' McNutt T.R.', ' Li H.', ' Kessler M.L.']"
2-s2.0-85022003258,"['Vargas-Olivares A.', ' Navarro-Hinojosa O.', ' Maqueo-Vicencio M.', ' Curiel L.', ' Alencastre-Miranda M.', ' Chong-Quero J.E.']"
2-s2.0-85022007113,"['Sharma R.', ' Fleischut P.', ' Barchi D.']"
2-s2.0-85022009153,"['He K.', ' Gao J.', ' Lu W.']"
2-s2.0-85022041303,['Stocker R.']
2-s2.0-85022045591,"['Trudeau-Fisette P.', ' Tiede M.', ' Ménard L.']"
2-s2.0-85022055882,"['Acharya U.R.', ' Bhat S.', ' Koh J.E.W.', ' Bhandary S.V.', ' Adeli H.']"
2-s2.0-85022065401,"['Kim J.O.', ' Lee J.-H.', ' Kim K.-S.', ' Ji J.-H.', ' Koh S.-J.', ' Lee J.-H.']"
2-s2.0-85022068577,"['Loudin M.', ' Ahn J.']"
2-s2.0-85022073667,"['Maheshwari S.', ' Pachori R.B.', ' Kanhangad V.', ' Bhandary S.V.', ' Acharya U.R.']"
2-s2.0-85022094114,"['Chen B.-S.', ' Li C.-W.']"
2-s2.0-85022187208,"['Kaleita A.L.', ' Schott L.R.', ' Hargreaves S.K.', ' Hofmockel K.S.']"
2-s2.0-85022207914,"['Palaus M.', ' Marron E.M.', ' Viejo-Sobera R.', ' Redolar-Ripoll D.']"
2-s2.0-85022209653,"['Li X.', ' Plataniotis K.N.']"
2-s2.0-85022321984,"['Li Q.-G.', ' He Y.-H.', ' Wu H.', ' Yang C.-P.', ' Pu S.-Y.', ' Fan S.-Q.', ' Jiang L.-P.', ' Shen Q.-S.', ' Wang X.-X.', ' Chen X.-Q.', ' Yu Q.', ' Li Y.', ' Sun C.', ' Wang X.', ' Zhou J.', ' Li H.-P.', ' Chen Y.-B.', ' Kong Q.-P.']"
2-s2.0-85022329679,"['Tkachenko N.', ' Chotvijit S.', ' Gupta N.', ' Bradley E.', ' Gilks C.', ' Guo W.', ' Crosby H.', ' Shore E.', ' Thiarai M.', ' Procter R.', ' Jarvis S.']"
2-s2.0-85022331482,"['Bhopi S.K.', ' Dongre N.M.', ' Gulwani R.R.']"
2-s2.0-85022332581,['Millenson M.L.']
2-s2.0-85022342612,"['Nair U.R.', ' Birajdar G.K.']"
2-s2.0-85023161344,"['Chen Y.', ' Shi B.', ' Wang Z.', ' Zhang P.', ' Smith C.D.', ' Liu J.']"
2-s2.0-85023163235,['Dehkordi M.']
2-s2.0-85023163440,"['Saal H.P.', ' Delhaye B.P.', ' Rayhaun B.C.', ' Bensmaia S.J.']"
2-s2.0-85023166711,"['Chang N.-Y.N.', ' Jew J.M.', ' Simon J.C.', ' Chen K.H.', ' Lee R.C.', ' Fried W.A.', ' Cho J.', ' Darling C.L.', ' Fried D.']"
2-s2.0-85023177059,"['Borges L.R.', ' Guerrero I.', ' Bakic P.R.', ' Foi A.', ' Maidment A.D.A.', ' Vieira M.A.C.']"
2-s2.0-85023178876,"['Rossetti B.J.', ' Wang F.', ' Zhang P.', ' Teodoro G.', ' Brat D.J.', ' Kong J.']"
2-s2.0-85023183981,"['Fan Z.', ' Rong Y.', ' Cai X.', ' Lu J.', ' Li W.', ' Lin H.', ' Chen X.']"
2-s2.0-85023184812,"['Fico G.', ' Hernández L.', ' Cancela J.', ' Isabel M.M.', ' Facchinetti A.', ' Fabris C.', ' Gabriel R.', ' Cobelli C.', ' Arredondo Waldmeyer M.T.']"
2-s2.0-85023189915,['Klonoff D.C.']
2-s2.0-85023200074,"['Watanabe N.M.', ' Yan G.', ' Soebbing B.P.', ' Pegoraro A.']"
2-s2.0-85023200784,"['Cros O.', ' Gaihede M.', ' Eklund A.', ' Knutsson H.']"
2-s2.0-85023208854,"['Zheng S.', ' Fang B.', ' Li L.', ' Gao M.', ' Zhang H.', ' Chen H.', ' Wang Y.']"
2-s2.0-85023609770,"['Kucher S.', ' Schwarzbauer J.']"
2-s2.0-85023615403,"['Annarumma C.', ' Palumbo R.']"
2-s2.0-85023620633,"['Duan Y.', ' Bouslimi D.', ' Yang G.', ' Shu H.', ' Coatrieux G.']"
2-s2.0-85023626932,"['Sayed W.S.', ' Henein M.M.R.', ' Abd-El-Hafiz S.K.', ' Radwan A.G.']"
2-s2.0-85023643217,"['Niazi M.K.K.', ' Yao K.', ' Zynger D.L.', ' Clinton S.K.', ' Chen J.', ' Koyuturk M.', ' Laframboise T.', ' Gurcan M.']"
2-s2.0-85023644366,"['Chondro P.', ' Hu H.-C.', ' Hung H.-Y.', ' Chang S.-Y.', ' Li L.P.-H.', ' Ruan S.-J.']"
2-s2.0-85023752107,"['Grebely J.', ' Bruneau J.', ' Lazarus J.V.', ' Dalgard O.', ' Bruggmann P.', ' Treloar C.', ' Hickman M.', ' Hellard M.', ' Roberts T.', ' Crooks L.', ' Midgard H.', ' Larney S.', ' Degenhardt L.', ' Alho H.', ' Byrne J.', ' Dillon J.F.', ' Feld J.J.', ' Foster G.', ' Goldberg D.', ' Lloyd A.R.', ' Reimer J.', ' Robaeys G.', ' Torrens M.', ' Wright N.', ' Maremmani I.', ' Norton B.L.', ' Litwin A.H.', ' Dore G.J.']"
2-s2.0-85023760313,"['Caparros F.', ' Ferrigno M.', ' Decourcelle A.', ' Hochart A.', ' Moulin S.', ' Dequatre N.', ' Bodenant M.', ' Hénon H.', ' Cordonnier C.', ' Leys D.']"
2-s2.0-85023763067,"['Gao Y.', ' Song P.P.', ' Li H.', ' Jia H.', ' Zhang B.J.']"
2-s2.0-85023774962,"['Anantrasirichai N.', ' Hayes W.', ' Allinovi M.', ' Bull D.', ' Achim A.']"
2-s2.0-85024093523,"['Wang D.', ' Liu Y.', ' Luo H.', ' Yue C.', ' Cheng S.']"
2-s2.0-85024097372,"['Bayerlová M.', ' Menck K.', ' Klemm F.', ' Wolff A.', ' Pukrop T.', ' Binder C.', ' Beißbarth T.', ' Bleckmann A.']"
2-s2.0-85024101565,"['Mondal A.', ' Singh D.K.', ' Panda S.', ' Shiras A.']"
2-s2.0-85024110811,['Iversen K.']
2-s2.0-85024125791,"['Centauri F.', ' Marsilio M.', ' Villa S.', ' Nicosia F.']"
2-s2.0-85024370548,"['Mancio-Silva L.', ' Slavic K.', ' Grilo Ruivo M.T.', ' Grosso A.R.', ' Modrzynska K.K.', ' Vera I.M.', ' Sales-Dias J.', ' Gomes A.R.', ' Macpherson C.R.', ' Crozet P.', ' Adamo M.', ' Baena-Gonzalez E.', ' Tewari R.', ' Llinás M.', ' Billker O.', ' Mota M.M.']"
2-s2.0-85024370928,"['Cros J.', ' Napoleon B.']"
2-s2.0-85024381043,"['Colecchia M.', ' Bertolotti A.', ' Paolini B.', ' Salvioni R.']"
2-s2.0-85024384914,"['Garcia J.E.', ' Hung Y.-S.', ' Greentree A.D.', ' Rosa M.G.P.', ' Endler J.A.', ' Dyer A.G.']"
2-s2.0-85024387347,"['Olsson A.B.', ' Dillon J.', ' Kolokythas A.', ' Schlott B.J.']"
2-s2.0-85024390956,"['Song W.W.', ' Lin C.', ' Forsman A.', ' Avdic A.', ' Åkerblom L.']"
2-s2.0-85024398686,"['Cano I.', ' Dueñas-Espín I.', ' Hernandez C.', ' De Batlle J.', ' Benavent J.', ' Contel J.C.', ' Baltaxe E.', ' Escarrabill J.', ' Fernández J.M.', ' Garcia-Aymerich J.', ' Mas M.À.', ' Miralles F.', ' Moharra M.', ' Piera J.', ' Salas T.', ' Santaeugènia S.', ' Soler N.', ' Torres G.', ' Vargiu E.', ' Vela E.', ' Roca J.']"
2-s2.0-85024474041,"['Hu X.', ' Zhuo L.', ' Zhang J.', ' Li X.']"
2-s2.0-85024476330,"['Hadrowicz P.', ' Hadrowicz J.', ' Kozakiewicz M.', ' Gesing A.']"
2-s2.0-85024477713,"['Paiva J.S.', ' Dias D.', ' Cunha J.P.S.']"
2-s2.0-85024492951,"['Wang Z.', ' Zhu S.', ' Feng K.']"
2-s2.0-85024502336,"['Lu S.', ' Wang H.', ' Wu X.', ' Wang S.']"
2-s2.0-85024851068,"['Mukherjee D.', ' Mukhopadhyay S.', ' Biswas G.P.']"
2-s2.0-85024881445,"['Hsu C.C.-T.', ' Kwan G.N.C.', ' Singh D.', ' Pratap J.', ' Watkins T.W.']"
2-s2.0-85024896623,"['Kennel L.', ' Martin D.M.A.', ' Shaw H.', ' Wilkinson T.']"
2-s2.0-85024904413,"['Ibriwesh I.', ' Ho S.-B.', ' Chai I.', ' Tan C.-H.']"
2-s2.0-85024906757,"['Jian Z.', ' Shan L.', ' Jian J.', ' Wanru Z.', ' Shunli Z.']"
2-s2.0-85024929124,"['Yu D.', ' Legge G.E.', ' Wagoner G.', ' Chung S.T.L.']"
2-s2.0-85025066727,"['Zhang Z.', ' Zhang L.', ' Yang G.-Z.']"
2-s2.0-85025081980,"['Chen J.', ' Du G.', ' Wang Y.', ' Shi L.', ' Mi J.', ' Tang G.']"
2-s2.0-85025119644,['Dzeparoski M.']
2-s2.0-85025130384,"['Mello M.L.S.', ' Vidal B.D.C.']"
2-s2.0-85025131432,"['Orsolini L.', ' St John-Smith P.', ' McQueen D.', ' Papanti D.', ' Corkery J.', ' Schifano F.']"
2-s2.0-85025145231,"['Berry-Lawhorn J.M.', ' Palefsky J.M.']"
2-s2.0-85025168694,"['Xing H.-J.', ' Zhao Y.-J.', ' Hou L.', ' Sun Y.', ' Liu P.', ' Li C.-H.']"
2-s2.0-85025169780,"['Ma A.-B.', ' Wang D.', ' Wu H.-H.', ' Dai K.-R.', ' Gu D.-Y.']"
2-s2.0-85025176798,"['Santos R.M.G.D.', ' De Martino J.M.', ' Passeri L.A.', ' Attux R.R.D.F.', ' Haiter Neto F.']"
2-s2.0-85025177376,"['Cuming T.', ' Nathan M.']"
2-s2.0-85025177931,"['Xu Y.', ' Huang Z.', ' Gong L.', ' Fan Y.']"
2-s2.0-85025442857,"['Beltrame T.', ' Hughson R.L.']"
2-s2.0-85025457685,"['Wang J.-W.', ' Wang Y.', ' Che Y.-Q.', ' Zhu B.-W.', ' Cao B.-C.']"
2-s2.0-85025458384,"['Ghosh S.', ' Sathis Kumar B.', ' Deivanai K.']"
2-s2.0-85025463013,"['Rai A.', ' Jagadeesh Kannan R.']"
2-s2.0-85025470909,"['Suseela G.', ' Asnath Victy Phamila Y.']"
2-s2.0-85025479371,"['Tobon D.P.', ' Jayaraman S.', ' Falk T.H.']"
2-s2.0-85025481263,"['Fernandez J.J.', ' Pandian N.', ' Chavali R.', ' Appalaghe A.K.']"
2-s2.0-85025481519,"['Schlafer S.', ' Meyer R.L.', ' Dige I.', ' Regina V.R.']"
2-s2.0-85025481522,"['Acharya S.', ' Augusta Sophy Beulet P.']"
2-s2.0-85025635842,"['Schuilenburg M.', ' Peeters R.']"
2-s2.0-85025636995,"['Liang B.', ' Li Y.', ' Wang T.']"
2-s2.0-85025657020,"['Munday J.S.', ' Thomson N.A.', ' Luff J.A.']"
2-s2.0-85025687791,"['Matthews N.', ' Sunderland N.']"
2-s2.0-85025707675,"['Lu X.', ' Peled N.', ' Greer J.', ' Wu W.', ' Choi P.', ' Berger A.H.', ' Wong S.', ' Jen K.-Y.', ' Seo Y.', ' Hann B.', ' Brooks A.', ' Meyerson M.', ' Collisson E.A.']"
2-s2.0-85025812305,"['Larrea-Killinger C.', ' Muñoz A.', ' Mascaró J.']"
2-s2.0-85025825679,"['Eliott J.', ' Forster A.J.', ' McDonough J.', ' Bowd K.', ' Crabb S.']"
2-s2.0-85025827729,"['Blache Y.', ' Hautier C.', ' Lefebvre F.', ' Djordjevic A.', ' Creveaux T.', ' Rogowski I.']"
2-s2.0-85025829834,"['Busby J.S.', ' Green B.', ' Hutchison D.']"
2-s2.0-85025832884,"['Zahner G.J.', ' Gruendl M.A.', ' Spaulding K.A.', ' Schaller M.S.', ' Hills N.K.', ' Gasper W.J.', ' Grenon S.M.']"
2-s2.0-85025832984,['Mesoudi A.']
2-s2.0-85026193833,"['El Arnaout T.', ' Cullen P.J.']"
2-s2.0-85026217223,"['Chai L.', ' Chen D.', ' Tang X.-B.', ' Ge Y.', ' Chen Y.', ' Li J.', ' Wei Q.-B.']"
2-s2.0-85026225152,"['Brachelente C.', ' Cappelli K.', ' Capomaccio S.', ' Porcellato I.', ' Silvestri S.', ' Bongiovanni L.', ' De Maria R.', ' Verini Supplizi A.', ' Mechelli L.', ' Sforna M.']"
2-s2.0-85026231378,"['Lazo R.H.', ' Reyes R.A.', ' Ávila H.E.P.']"
2-s2.0-85026285272,"['Reitmeir R.', ' Eyding J.', ' Oertel M.F.', ' Wiest R.', ' Gralla J.', ' Fischer U.', ' Giquel P.-Y.', ' Weber S.', ' Raabe A.', ' Mattle H.P.', ' Z’Graggen W.J.', ' Beck J.']"
2-s2.0-85026285806,"['Yoshikawa K.', ' Kawashima R.', ' Hirose Y.', ' Shibata K.', ' Akasu T.', ' Hagiwara N.', ' Yokota T.', ' Imai N.', ' Iwaku A.', ' Kobayashi G.', ' Kobayashi H.', ' Kinoshita A.', ' Fushiya N.', ' Kijima H.', ' Koike K.', ' Saruta M.']"
2-s2.0-85026297672,"['Reshetnyak V.I.', ' Reshetnyak T.M.']"
2-s2.0-85026308185,"['Scherer F.', ' Kurtz D.M.', ' Diehn M.', ' Alizadeh A.A.']"
2-s2.0-85026316260,"['Nishiguchi A.', ' Mourran A.', ' Zhang H.', ' Möller M.']"
2-s2.0-85026320707,"['Barbiero L.', ' Berger G.', ' Rezende Filho A.T.', ' Meunier J.-F.', ' Martins-Silva E.R.', ' Furian S.']"
2-s2.0-85026321418,"['Gregg L.', ' Gailloud P.']"
2-s2.0-85026344975,"['Jie X.-X.', ' Zhang X.-Y.', ' Xu C.-J.']"
2-s2.0-85026352706,"['Serhani M.A.', ' Menshawy M.E.', ' Benharref A.', ' Harous S.', ' Navaz A.N.']"
2-s2.0-85026359494,['Denham S.A.']
2-s2.0-85026398638,"['Cocos A.', ' Fiks A.G.', ' Masino A.J.']"
2-s2.0-85026409001,"['Tripathi C.', ' Mishra H.', ' Khurana H.', ' Dwivedi V.', ' Kamra K.', ' Negi R.K.', ' Lal R.']"
2-s2.0-85026410792,"['Peng Y.', ' Butt Y.M.', ' Chen B.', ' Zhang X.', ' Tang P.']"
2-s2.0-85026421121,"['Zhou C.', ' Yang X.', ' Zhang B.', ' Lin K.', ' Xu D.', ' Guo Q.', ' Sun C.']"
2-s2.0-85026438510,"['Saltiel D.', ' Steels S.', ' Fenney D.']"
2-s2.0-85026442700,"['Guendelman S.', ' Broderick A.', ' Mlo H.', ' Gemmill A.', ' Lindeman D.']"
2-s2.0-85026444103,"['Monaco C.', ' Llukacej A.', ' Baldissara P.', ' Arena A.', ' Scotti R.']"
2-s2.0-85026444890,"['Assadi V.', ' Hassanein K.']"
2-s2.0-85026455028,"['Chiappella A.', ' Santambrogio E.', ' Castellino A.', ' Nicolosi M.', ' Vitolo U.']"
2-s2.0-85026455331,"['Zhou H.', ' Meng L.', ' Zhou W.', ' Xin L.', ' Xia X.', ' Li S.', ' Zheng H.', ' Niu L.']"
2-s2.0-85026475930,"['Rocon P.C.', ' Zamboni J.', ' Sodré F.', ' Rodrigues A.', ' Roseiro M.C.F.B.']"
2-s2.0-85026476894,"['Roland D.', ' Spurr J.', ' Cabrera D.']"
2-s2.0-85026562886,"['Iczkowski K.A.', ' Harding-Jackson N.']"
2-s2.0-85026571844,['Garrett C.T.']
2-s2.0-85026607978,"['Grkovski M.', ' Emmas S.-A.', ' Carlin S.D.']"
2-s2.0-85026624348,"['Zhang W.', ' Zhang H.', ' Liu K.', ' Jian G.', ' Qi F.', ' Si N.']"
2-s2.0-85026625420,"['Ziqian Y.', ' Zijie G.', ' Hao F.']"
2-s2.0-85026628400,"['Kameda K.', ' Uno J.', ' Otsuji R.', ' Ren N.', ' Nagaoka S.', ' Maeda K.', ' Ikai Y.', ' Gi H.']"
2-s2.0-85026638158,"['Karthikeyan B.', ' Deepak A.', ' Subalakshmi K.S.', ' Anishin Raj M.M.', ' Vaithiyanathan V.']"
2-s2.0-85026640523,"['Wang Z.', ' Han F.', ' Geng W.']"
2-s2.0-85026667170,"['Ruchusatsawat K.', ' Thiemsing L.', ' Mutirangura A.', ' Wongpiyabovorn J.']"
2-s2.0-85026695225,"['Cheely G.', ' Zaas D.']"
2-s2.0-85026703296,"['Cotter M.B.', ' Loda M.']"
2-s2.0-85026728417,"['Nougarou F.', ' Massicotte D.', ' Descarreaux M.']"
2-s2.0-85026736932,['Friedberg J.W.']
2-s2.0-85026737045,"['Bhan A.', ' Soleimani M.', ' Mandal S.S.']"
2-s2.0-85026737989,"['Coccaro N.', ' Tota G.', ' Zagaria A.', ' Anelli L.', ' Specchia G.', ' Albano F.']"
2-s2.0-85026744895,"['Turner P.', ' Newbigging K.']"
2-s2.0-85026754799,"['Dickson G.', ' Tholl B.']"
2-s2.0-85026759353,"['Heiss A.G.', ' Antolín F.', ' Bleicher N.', ' Harb C.', ' Jacomet S.', ' Kühn M.', ' Marinova E.', ' Stika H.-P.', ' Valamoti S.M.']"
2-s2.0-85026806963,"['Wadkin J.C.R.', ' Patten D.A.', ' Kamarajah S.K.', ' Shepherd E.L.', ' Novitskaya V.', ' Berditchevski F.', ' Adams D.H.', ' Weston C.J.', ' Shetty S.']"
2-s2.0-85026812758,"['Zhou W.', ' Qin H.', ' Qiu J.', ' Fan H.', ' Lai J.', ' Wang K.', ' Wang L.']"
2-s2.0-85026820833,"['Nappini S.', ' Limbucci N.', ' Leone G.', ' Laiso A.', ' Wlderk A.', ' Mangiafico S.']"
2-s2.0-85026830164,"['Dang Y.', ' Sun H.', ' Lin Y.', ' Li Z.']"
2-s2.0-85026835723,"['Lakshmi Priya M.', ' Rana D.', ' Ramalingam M.']"
2-s2.0-85026838963,"['Jonathan S.V.', ' Grissom W.A.']"
2-s2.0-85026856720,"['Wilkinson S.J.', ' Naylor A.', ' Goh K.L.']"
2-s2.0-85026859422,"['Bacigalupo M.L.', ' Carabias P.', ' Troncoso M.F.']"
2-s2.0-85026870163,"['Mohan G.', ' Subashini M.M.']"
2-s2.0-85026892482,"['Suman A.A.', ' Aktar M.N.', ' Asikuzzaman M.', ' Webb A.L.', ' Perriman D.M.', ' Pickering M.R.']"
2-s2.0-85026899702,"['Cohen K.J.', ' Jabado N.', ' Grill J.']"
2-s2.0-85026903506,"['Wei M.', ' Chen J.', ' Guo Y.', ' Sun H.']"
2-s2.0-85026908270,"['Lin L.', ' Lu H.', ' Xu J.', ' Chen J.', ' Yu C.']"
2-s2.0-85026909715,"['Benou A.', ' Veksler R.', ' Friedman A.', ' Riklin Raviv T.']"
2-s2.0-85026912974,"['Kaesmacher J.', ' Maegerlein C.', ' Zibold F.', ' Wunderlich S.', ' Zimmer C.', ' Friedrich B.']"
2-s2.0-85027010909,"['Gao Y.', ' Hu J.-L.', ' Zhang X.-X.', ' Zhang M.-S.', ' Lu Y.']"
2-s2.0-85027013505,"['Ji X.', ' Zhu X.', ' Lu X.']"
2-s2.0-85027032824,"['Thanki R.', ' Borra S.', ' Dwivedi V.', ' Borisagar K.']"
2-s2.0-85027048453,"['Hao L.', ' Huang Y.', ' Gao Y.', ' Chen X.', ' Wang P.']"
2-s2.0-85027067344,"['Roychowdhury S.', ' Koozekanani D.D.', ' Kuchinka S.N.', ' Parhi K.K.']"
2-s2.0-85027112738,"['de Fátima Marin H.', ' Delaney C.']"
2-s2.0-85027130788,"['Goodwin I.', ' Griffin C.']"
2-s2.0-85027143082,"['Friedberg M.W.', ' Reid R.O.', ' Timbie J.W.', ' Setodji C.', ' Kofner A.', ' Weidmer B.', ' Kahn K.']"
2-s2.0-85027153019,"['Bloom G.', ' Berdou E.', ' Standing H.', ' Guo Z.', ' Labrique A.']"
2-s2.0-85027155253,"['Eurich M.', ' Mettler T.']"
2-s2.0-85027160019,"['Suda K.', ' Rivard C.J.', ' Mitsudomi T.', ' Hirsch F.R.']"
2-s2.0-85027160498,"['Rocha J.C.', ' Passalia F.J.', ' Matos F.D.', ' Takahashi M.B.', ' Ciniciato D.D.S.', ' Maserati M.P.', ' Alves M.F.', ' De Almeida T.G.', ' Cardoso B.L.', ' Basso A.C.', ' Nogueira M.F.G.']"
2-s2.0-85027163525,"['McCreanor T.', ' Barnes H.M.', ' Lyons A.C.', ' Goodwin I.']"
2-s2.0-85027180050,"['Monk R.', ' Heim D.']"
2-s2.0-85027181667,['Kuziemsky C.E.']
2-s2.0-85027182042,['Zhang X.']
2-s2.0-85027221028,"['Melton K.R.', ' Ni Y.', ' Tubbs-Cooley H.L.', ' Walsh K.E.']"
2-s2.0-85027237792,['Carethers J.M.']
2-s2.0-85027248175,"['Ruberte J.', ' Carretero A.', ' Navarro M.']"
2-s2.0-85027277572,"['Lee H.J.', ' Lee D.S.', ' Kwon H.B.', ' Kim D.Y.', ' Park K.S.']"
2-s2.0-85027296836,"['Spurgeon M.E.', ' Lambert P.F.']"
2-s2.0-85027330380,"['Beštek M.', ' Stanimirović D.']"
2-s2.0-85027335694,['Bwalya K.J.']
2-s2.0-85027339154,['Katuu S.']
2-s2.0-85027353393,"['Stanczak-Mrozek K.I.', ' Laing K.G.', ' Lindsay J.A.']"
2-s2.0-85027364170,"['Unwin D.W.', ' Sanzogni L.', ' Sandhu K.']"
2-s2.0-85027365731,['Funk J.']
2-s2.0-85027370155,"['Mendes R.W.B.', ' Pueyo V.', ' Béguin P.', ' Duarte F.J.C.M.']"
2-s2.0-85027375802,"['Wang J.', ' Guo H.', ' Tamura S.']"
2-s2.0-85027384931,"['Liu S.', ' Zhang L.', ' Fan L.', ' Sheng X.']"
2-s2.0-85027394430,"['Guillaumot D.', ' Lopez-Obando M.', ' Baudry K.', ' Avon A.', ' Rigaill G.', ' Falcon De Longevialle A.', ' Broche B.', ' Takenaka M.', ' Berthomé R.', ' De Jaeger G.', ' Delannoy E.', ' Lurin C.']"
2-s2.0-85027412925,"['Hayat T.', ' Brainin E.', ' Neter E.']"
2-s2.0-85027459989,"['Alpmann C.', ' Schlickriede C.', ' Otte E.', ' Denz C.']"
2-s2.0-85027491948,"['Laverick J.H.', ' Andradi-Brown D.A.', ' Rogers A.D.']"
2-s2.0-85027492791,"['Kim D.W.', ' Lee D.H.', ' Kim J.-S.', ' Sohn S.S.', ' Kim H.S.', ' Lee S.']"
2-s2.0-85027495042,"['Padmanabhan N.', ' Ushijima T.', ' Tan P.']"
2-s2.0-85027500246,"['Franco R.', ' Errico M.E.', ' Marino F.Z.', ' Anniciello A.M.', ' Botti G.', ' Caraglia M.', ' Grimaldi A.']"
2-s2.0-85027500592,"['Korzun D.', ' Kashevnik A.', ' Balandin S.']"
2-s2.0-85027502009,"['Guillard F.', ' Marks B.', ' Einav I.']"
2-s2.0-85027511278,['Lal P.']
2-s2.0-85027517608,"['de Nuntiis M.', ' Baldessari E.', ' Garcea R.']"
2-s2.0-85027526771,"['Than J.C.M.', ' Saba L.', ' Noor N.M.', ' Rijal O.M.', ' Kassim R.M.', ' Yunus A.', ' Suri H.S.', ' Porcu M.', ' Suri J.S.']"
2-s2.0-85027527725,"['Kuroda T.', ' Yasuda S.', ' Nakashima H.', ' Takada N.', ' Matsuyama S.', ' Kusakawa S.', ' Umezawa A.', ' Matsuyama A.', ' Kawamata S.', ' Sato Y.']"
2-s2.0-85027529617,"['Gao M.', ' Xu X.', ' Klinger Y.', ' Van Der Woerd J.', ' Tapponnier P.']"
2-s2.0-85027545259,"['Dantanarayana H.G.', ' Huntley J.M.']"
2-s2.0-85027558899,"['Michelo C.', ' Zulu J.M.', ' Simuyemba M.', ' Andrews B.', ' Katubulushi M.', ' Chi B.', ' Njelesani E.', ' Vwalika B.', ' Bowa K.', ' Maimbolwa M.', ' Chipeta J.', ' Goma F.', ' Nzala S.', ' Banda S.', ' Mudenda J.', ' Ahmed Y.', ' Hachambwa L.', ' Wilson C.', ' Vermund S.', ' Mulla Y.']"
